quota_definition_sid,order_number,geographical_areas,description,headings,commodities,quota_unit,monetary_unit,validity,suspension_periods,blocking_periods,status,last_allocation_date,initial_volume,balance,fill_rate
21158,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Critical,08/09/2021,12003000,782778.685,0.934784747
21159,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Critical,08/09/2021,12465000,782778.685,0.93720187
21160,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Critical,08/09/2021,12465000,782778.685,0.93720187
21161,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Critical,08/09/2021,12330000,782778.685,0.9365143
21162,58084,['Russia'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Critical,08/09/2021,12330000,782778.685,0.9365143
21163,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Critical,16/09/2021,12792000,852085,0.933389228
21164,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Critical,16/09/2021,12792000,852085,0.933389228
21165,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Critical,16/09/2021,12514000,852085,0.931909461
21166,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Critical,16/09/2021,12653000,852085,0.932657473
21167,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Critical,16/09/2021,13176000,852085,0.935330525
21168,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Critical,16/09/2021,13176000,852085,0.935330525
21169,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Critical,16/09/2021,12890000,852085,0.933895656
21170,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Critical,16/09/2021,13033000,852085,0.934620962
21171,58085,['Taiwan'],,"['7208 – Flat-rolled products of iron or non-alloy steel, of a width of 600\xa0mm or more, hot-rolled, not clad, plated or coated', '7211 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, not clad, plated or coated', '7212 – Flat-rolled products of iron or non-alloy steel, of a width of less than 600\xa0mm, clad, plated or coated', '7225 – Flat-rolled products of other alloy steel, of a width of 600\xa0mm or more', '7226 – Flat-rolled products of other alloy steel, of a width of less than 600\xa0mm']","['7208100000', '7208250000', '7208260000', '7208270000', '7208360000', '7208370000', '7208380000', '7208390000', '7208400000', '7208521000', '7208529900', '7208531000', '7208539000', '7208540000', '7211130000', '7211140000', '7211190000', '7212600000', '7225191000', '7225301000', '7225303000', '7225309000', '7225401500', '7225409000', '7226191000', '7226912000', '7226919100', '7226919900']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Critical,16/09/2021,13534000,852085,0.937041156
